0.002533	0.005773	-0.014827	-0.009769	-0.012711	-0.011088	-0.006712	0.024419	0.012882	-0.002961	0.014559	-0.011798	-0.002584	-0.029448	-0.005402	0.000022	-0.007079	0.006490	0.000848	0.013947	0.006356	-0.000930	-0.013180	-0.012543	-0.000222	0.000078	-0.020413	-0.008235	0.011947	0.001378	-0.022468	0.002482	-0.000245	-0.002587	0.005077	-0.008954	-0.006300	0.003167	-0.006115	0.003430	0.005814	-0.002143	0.009561	0.000309	-0.006139	0.002943	-0.022458	-0.020564	0.025343	-0.001843	-0.008758	0.015850	0.009411	-0.019451	0.017367	-0.007981	-0.024472	-0.009922	-0.012084	-0.028427	-0.000916	-0.024447	0.000605	0.006636	0.001962	0.021342	-0.003347	-0.005471	-0.006464	-0.006574	0.000297	-0.019167	-0.007607	0.009187	0.006242	0.018507	0.020820	-0.002089	0.018148	0.019491	0.005630	0.006565	-0.000929	0.010987	-0.024393	0.008058	-0.012128	0.020226	0.003021	0.004183	-0.011641	-0.005068	-0.002686	0.006611	-0.012017	-0.020810	0.016403	0.013090	-0.009613	-0.008056	
0.024720	-0.014245	0.010100	0.005094	0.024669	-0.007726	-0.007394	-0.036121	0.007129	-0.063836	0.020192	-0.025322	0.056520	0.054959	0.013602	0.084464	-0.027357	-0.113329	-0.002724	-0.020912	0.138935	-0.047292	-0.085956	0.021917	-0.003019	0.037524	0.050628	-0.052519	-0.053422	-0.090561	0.024402	-0.035662	0.060291	0.163650	-0.031875	-0.006960	-0.011504	0.036867	-0.023006	0.001290	0.047342	0.091659	-0.000851	-0.013080	0.009370	0.030647	0.194754	0.004502	0.023446	-0.012557	0.052539	0.048896	0.070969	-0.035362	0.049446	-0.063990	0.229651	-0.093506	-0.006786	0.030150	-0.049682	0.031544	0.066285	0.030354	0.078631	0.063685	-0.019621	0.055713	-0.142330	0.030246	0.069797	0.012641	-0.057355	0.127358	-0.003041	0.085319	0.006235	-0.013911	-0.020330	-0.035870	-0.212594	0.021286	-0.026314	-0.024165	0.049646	0.054727	0.029004	-0.034706	-0.005796	0.002479	-0.016482	0.175653	0.007391	-0.037761	-0.037610	0.072872	0.012267	0.003297	0.002292	-0.001333	
0.011443	0.018503	-0.017325	-0.016722	0.031610	-0.019527	-0.006950	-0.000490	-0.014499	-0.015088	0.012882	0.012030	-0.004831	-0.001074	0.006448	0.009467	0.017218	0.000836	0.001103	0.003900	0.019551	0.002676	-0.025260	-0.001033	-0.011535	0.025515	-0.019812	0.016969	0.002630	-0.009154	-0.000098	0.023423	0.025441	-0.000300	0.010982	-0.014988	-0.010225	-0.028199	-0.000655	0.030324	0.010228	0.008203	-0.007511	0.002798	-0.006570	0.004787	0.009936	-0.003652	-0.012452	-0.011486	0.012496	-0.005222	0.033354	0.004916	0.007515	0.008590	0.011032	0.004101	-0.002180	-0.007299	-0.002005	-0.003997	0.011822	0.037697	-0.007431	0.014785	-0.021312	0.015508	0.000663	-0.019616	-0.000820	-0.014557	0.010973	0.002465	0.004336	-0.000210	-0.008455	-0.007016	0.004580	0.007788	-0.007615	0.002532	-0.000184	-0.009044	0.021298	0.005977	0.002948	0.008545	0.016832	0.005358	-0.008734	-0.009074	0.013173	0.005786	0.007809	-0.027380	0.019237	-0.000602	-0.001642	0.013032	
-0.027398	0.000219	-0.007971	0.027284	-0.013050	-0.013434	-0.036184	0.004876	-0.003975	-0.018900	0.025664	-0.031398	-0.027321	0.003801	-0.007224	0.003690	0.000623	-0.001187	0.050942	0.004473	-0.009740	-0.014564	0.020162	0.018333	-0.010335	0.034371	0.021932	-0.012934	-0.021671	-0.027136	0.015462	0.012794	-0.015788	0.020601	-0.036114	0.001667	-0.016350	-0.007417	-0.034369	0.011123	-0.006897	0.021386	0.028580	-0.013038	0.026436	0.013509	0.017635	0.000848	0.008433	0.004686	-0.006513	-0.008485	0.017320	-0.040405	-0.011125	0.000799	-0.022803	-0.003511	-0.011977	-0.000676	-0.009623	-0.008254	-0.013618	-0.028341	-0.038239	-0.004315	-0.005308	-0.008284	0.009437	0.020449	-0.025004	0.042685	0.011483	-0.033461	-0.015821	0.002954	0.011732	-0.006623	0.028574	-0.013763	0.019948	0.034254	0.063847	-0.010913	-0.012420	-0.031439	0.018627	-0.016001	-0.011826	-0.024399	-0.002461	0.006766	0.011870	-0.019360	-0.011304	0.015683	-0.056127	-0.021257	0.005315	0.031863	
-0.009555	0.013480	-0.009904	-0.072724	0.113292	0.022464	0.036638	0.005768	0.034928	-0.065647	0.047896	-0.079498	0.080039	0.056249	-0.020211	-0.001172	-0.026854	0.061823	0.062727	-0.071902	-0.075029	-0.015553	0.012705	-0.092721	-0.047137	-0.038936	-0.018719	-0.058200	0.018251	0.078175	-0.013035	0.025501	0.060223	-0.044989	0.002104	-0.014891	0.041515	-0.051534	0.026750	-0.002349	-0.039781	0.059361	0.004980	-0.046434	-0.152503	-0.013658	-0.119738	-0.081571	0.031300	-0.094425	-0.002394	-0.021476	0.044448	0.042485	0.101932	0.027048	-0.173087	0.058569	-0.044822	-0.069180	0.047001	-0.043249	-0.010826	-0.008059	-0.063599	0.042182	0.045625	0.074513	0.084336	0.104535	-0.001458	-0.041352	-0.087348	-0.117817	-0.040471	-0.076182	0.065141	0.013839	-0.022107	0.008547	0.090833	0.004482	-0.075152	0.056254	0.109717	-0.025195	0.030099	0.079892	-0.003081	-0.075123	-0.131796	-0.047461	0.003535	0.026678	-0.005854	-0.075778	0.039450	0.098957	0.147120	-0.018810	
-0.006381	-0.006794	-0.018068	0.006343	0.011013	0.033828	-0.008330	0.003179	-0.035181	0.003958	0.005226	-0.008700	-0.015576	-0.012651	0.025693	-0.025497	-0.031843	-0.011413	0.009362	0.001837	-0.023789	0.001008	-0.003106	-0.010490	-0.014534	0.017813	0.009659	0.002737	0.029172	0.021176	-0.035365	0.021643	-0.002468	0.004258	-0.031728	-0.022925	0.022310	0.000907	-0.015379	-0.003278	0.032162	-0.001104	-0.028619	-0.004596	-0.021113	0.003313	0.002071	-0.011676	0.007093	-0.009135	0.008540	0.006061	-0.015871	0.009789	-0.020421	0.010855	0.007916	0.009002	-0.037229	0.011249	0.023830	0.014213	0.002692	-0.006329	0.014132	0.029339	0.003892	0.015112	0.001850	0.001687	0.020145	0.012257	0.001220	-0.012843	0.006359	0.004251	0.008017	-0.012082	-0.002065	-0.012268	-0.009488	0.002502	0.023275	-0.009684	0.028290	-0.012240	-0.017636	0.004644	0.000044	-0.021237	0.036149	-0.029928	0.027537	0.015665	0.003834	0.002523	0.010196	-0.017421	-0.013678	0.022846	
0.003134	0.056722	-0.008047	-0.038416	-0.075675	0.031523	-0.071943	-0.010226	0.117673	-0.111899	-0.025396	0.016459	-0.099501	0.026408	0.027166	0.026118	0.050456	0.002326	0.040556	-0.029052	-0.012024	0.014265	-0.130181	0.022981	0.054335	-0.013548	-0.041548	0.005551	0.000266	-0.020019	-0.006326	-0.002088	-0.029579	0.008286	-0.017593	0.048251	0.006640	-0.026629	-0.028758	0.007958	-0.034975	0.037676	-0.004937	0.017887	0.066032	0.010018	-0.007648	-0.028092	0.006888	0.045498	-0.058147	-0.041992	-0.127155	-0.034033	-0.056040	0.026999	0.193908	-0.037450	-0.007734	-0.001766	0.088496	0.022978	-0.033055	-0.015677	0.015843	0.046618	-0.025268	0.153094	0.038632	0.054112	-0.060396	-0.048825	-0.040610	-0.016638	0.042000	0.037983	-0.049063	0.022507	0.028336	0.044029	-0.045581	0.014364	0.006475	0.006870	0.141432	0.031062	0.015155	0.047026	-0.006282	0.007005	-0.014195	0.061812	-0.023912	0.044975	0.000145	0.032749	0.033774	-0.007162	0.137736	-0.004282	
0.010966	0.020587	0.004409	0.010413	0.008460	-0.000491	-0.001054	-0.005719	-0.006447	0.008580	0.009972	-0.004757	0.005508	0.014270	-0.007116	0.011431	0.009322	0.012368	-0.001229	0.008310	0.007053	0.000552	-0.008791	0.005046	0.005584	-0.016358	-0.005263	0.005773	0.011212	-0.002650	0.002930	-0.002674	0.008832	0.001351	0.020230	-0.008133	0.001774	0.011421	-0.005043	0.008636	0.002790	0.020330	0.003967	0.007022	-0.004866	-0.006791	0.005684	0.006075	0.000702	0.007850	-0.002300	0.012268	-0.014500	-0.014672	-0.019321	-0.011871	-0.000521	0.011417	0.007217	-0.005688	-0.014682	-0.007656	-0.003826	0.018669	-0.013564	-0.014461	-0.013248	-0.008431	-0.003370	-0.012052	0.016074	0.000278	0.013090	-0.005363	0.007808	-0.002837	0.001740	0.003936	-0.000351	0.008587	0.001002	-0.002438	0.002555	-0.004090	0.004480	-0.013547	0.014308	0.016435	-0.006020	0.009211	0.014951	0.006482	-0.003742	0.003790	-0.005745	0.003662	0.005551	0.005170	-0.000104	0.013658	
-0.001120	0.031487	-0.033124	0.013182	0.014682	0.026935	-0.026210	-0.004842	0.016320	-0.004067	0.012401	-0.029276	-0.006514	-0.028335	-0.035014	-0.003638	0.003431	0.020444	0.012476	-0.019492	0.011918	0.004312	-0.040756	0.022460	0.018340	0.008149	-0.011380	0.007591	-0.000155	-0.029565	0.007155	0.014386	-0.006916	-0.007540	-0.035669	0.012509	-0.008593	-0.012372	0.015894	-0.001584	-0.001100	-0.015142	-0.011208	-0.009693	0.026147	0.004350	0.017712	0.011650	-0.026253	0.049023	-0.014815	-0.007281	0.021046	-0.030654	0.013518	0.017732	0.003676	-0.017377	0.015411	-0.007850	0.005334	0.014667	-0.008100	0.012653	0.030163	0.066556	0.035922	0.043570	-0.026377	0.025969	0.030054	-0.002041	0.013610	0.034100	-0.027772	-0.035500	-0.000635	0.011982	-0.008233	0.033178	-0.031229	0.015371	-0.006305	0.048081	0.018807	0.006190	0.028651	-0.033530	-0.016819	-0.006074	-0.033388	0.002662	0.021527	0.000682	-0.041159	-0.036584	-0.011933	0.014897	0.024037	0.010296	
0.006033	-0.023563	-0.042928	0.065795	0.076143	0.034354	-0.016871	-0.013953	0.038298	0.007834	-0.015978	0.012156	-0.041884	0.018642	0.039187	-0.040619	-0.053512	0.005773	0.042590	-0.013251	0.010509	-0.043286	0.006644	-0.005446	-0.009196	-0.000707	0.044900	0.027143	-0.004303	0.007219	-0.009105	-0.001943	0.030285	-0.032830	0.018171	-0.020058	0.080231	-0.000284	0.017312	-0.020608	-0.027836	-0.069504	-0.033572	0.025358	0.028773	-0.072830	0.011817	-0.024446	-0.011473	-0.023648	-0.008866	-0.013309	-0.037989	0.004158	-0.029421	0.006310	-0.018321	-0.014219	0.001360	0.015589	0.011785	-0.012312	-0.035669	0.031904	0.012408	0.031781	0.002684	-0.008606	0.007744	-0.000581	-0.052833	0.025513	0.024556	-0.028621	0.053339	-0.020724	-0.016488	0.072444	-0.005542	0.039265	-0.008421	-0.050802	0.046001	-0.024117	-0.008146	0.044540	0.042412	-0.005154	-0.005142	-0.003194	0.013468	-0.033947	0.015123	0.017469	0.037399	0.001511	0.025831	-0.006999	0.041243	0.043784	
