922	927
923	142
924	280
925	123
926	1150
927	943
928	640
929	1130
930	673
931	968
932	728
933	74
934	874
935	354
936	890
937	551
938	1177
939	641
940	713
941	185
942	1119
943	1002
944	433
945	17
946	773
947	671
948	463
949	1120
950	814
951	940
952	724
953	157
954	664
955	229
956	864
957	343
958	606
959	944
960	446
961	1168
962	1051
963	578
964	412
965	582
966	683
967	442
968	1092
969	305
970	1179
971	338
972	1136
973	1062
974	726
975	1184
976	1056
977	983
978	78
979	37
980	1078
981	860
982	775
983	691
984	821
985	893
986	63
987	119
988	867
989	989
990	525
991	688
992	1106
993	1
994	50
995	504
996	651
997	1073
998	460
999	616
1000	657
1001	915
1002	1099
1003	65
1004	175
1005	380
1006	1141
1007	534
1008	1060
1009	628
1010	235
1011	624
1012	274
1013	291
1014	729
1015	637
1016	408
1017	329
1018	816
1019	272
1020	10
1021	223
1022	97
1023	1059
1024	265
1025	966
1026	926
1027	261
1028	627
1029	129
1030	435
1031	12
1032	32
1033	839
1034	879
1035	910
1036	909
1037	1039
1038	1132
1039	393
1040	357
1041	1112
1042	1140
1043	795
1044	985
1045	632
1046	115
1047	268
1048	961
1049	371
1050	33
1051	245
1052	174
1053	1128
1054	757
1055	718
1056	16
1057	312
1058	418
1059	572
1060	701
1061	250
1062	197
1063	195
1064	599
1065	298
1066	491
1067	75
1068	28
1069	166
1070	255
1071	323
